,entry,exit,position,asset
758,2017-09-18,2018-03-05,1,"('NH투자증권', 'NH투자증권우')"
759,2017-09-20,2018-02-06,1,"('SK이노베이션', 'SK이노베이션우')"
760,2017-09-22,2017-10-31,1,"('삼성전자', '삼성전자우')"
761,2017-09-25,2017-09-28,1,"('현대건설', '현대건설우')"
762,2017-09-27,2017-10-16,1,"('DB하이텍', 'DB하이텍1우')"
763,2017-09-28,2018-03-26,1,"('호텔신라', '호텔신라우')"
764,2017-10-10,2017-11-01,1,"('삼성화재', '삼성화재우')"
765,2017-10-10,2017-11-02,1,"('GS', 'GS우')"
766,2017-10-10,2018-01-04,1,"('아모레퍼시픽', '아모레퍼시픽우')"
767,2017-10-11,2018-03-30,1,"('LG전자', 'LG전자우')"
768,2017-10-13,2017-11-23,1,"('LG생활건강', 'LG생활건강우')"
769,2017-10-19,2018-01-17,1,"('대상', '대상우')"
770,2017-10-20,2018-04-24,1,"('LG', 'LG우')"
771,2017-10-30,2018-02-28,1,"('삼성전기', '삼성전기우')"
772,2017-11-01,2017-12-05,1,"('삼성SDI', '삼성SDI우')"
773,2017-11-01,2018-01-31,1,"('금호석유', '금호석유우')"
774,2017-11-08,2018-03-05,1,"('JW중외제약', 'JW중외제약우')"
775,2017-11-22,2017-12-18,1,"('미래에셋증권', '미래에셋증권우')"
776,2017-12-11,2018-03-05,1,"('한화솔루션', '한화솔루션우')"
777,2017-12-13,2018-02-09,1,"('현대건설', '현대건설우')"
778,2017-12-13,2018-02-26,1,"('대한항공', '대한항공우')"
779,2017-12-15,2018-02-07,1,"('CJ제일제당', 'CJ제일제당 우')"
780,2017-12-19,2018-02-05,1,"('한국금융지주', '한국금융지주우')"
781,2017-12-20,2018-01-29,1,"('넥센타이어', '넥센타이어1우B')"
782,2017-12-28,2018-03-02,1,"('한화', '한화우')"
783,2017-12-28,2018-04-04,1,"('GS', 'GS우')"
784,2018-01-02,2018-02-01,1,"('삼성화재', '삼성화재우')"
785,2018-01-02,2018-02-02,1,"('SK네트웍스', 'SK네트웍스우')"
786,2018-01-04,2018-03-02,1,"('DB하이텍', 'DB하이텍1우')"
787,2018-01-08,2018-03-22,1,"('LG화학', 'LG화학우')"
788,2018-01-11,2018-02-09,1,"('LG생활건강', 'LG생활건강우')"
789,2018-01-22,2018-02-19,1,"('아모레퍼시픽', '아모레퍼시픽우')"
790,2018-01-23,2018-02-07,1,"('아모레G', '아모레G우')"
791,2018-01-23,2018-04-23,1,"('미래에셋증권', '미래에셋증권우')"
792,2018-01-29,2018-05-21,1,"('넥센타이어', '넥센타이어1우B')"
793,2018-01-30,2018-02-07,1,"('유한양행', '유한양행우')"
794,2018-02-19,2018-04-11,1,"('금호석유', '금호석유우')"
795,2018-02-21,2018-09-11,1,"('CJ제일제당', 'CJ제일제당 우')"
796,2018-02-26,2018-05-15,1,"('한국금융지주', '한국금융지주우')"
797,2018-02-28,2018-04-25,1,"('S-Oil', 'S-Oil우')"
798,2018-03-08,2018-03-09,1,"('삼성SDI', '삼성SDI우')"
799,2018-03-09,2018-04-19,1,"('현대건설', '현대건설우')"
800,2018-03-09,2018-05-03,1,"('아모레G', '아모레G우')"
801,2018-03-23,2018-09-10,1,"('삼성전기', '삼성전기우')"
802,2018-03-26,2018-05-09,1,"('호텔신라', '호텔신라우')"
803,2018-03-26,2018-11-01,1,"('SK이노베이션', 'SK이노베이션우')"
804,2018-03-28,2018-05-18,1,"('대상', '대상우')"
805,2018-03-29,2018-05-10,1,"('대한항공', '대한항공우')"
806,2018-04-04,2018-06-05,1,"('유한양행', '유한양행우')"
807,2018-04-05,2018-04-25,1,"('한화솔루션', '한화솔루션우')"
808,2018-04-13,2018-05-28,1,"('LG화학', 'LG화학우')"
809,2018-04-20,2018-05-08,1,"('한화', '한화우')"
810,2018-04-24,2018-07-02,1,"('NH투자증권', 'NH투자증권우')"
811,2018-04-27,2018-05-30,1,"('미래에셋증권', '미래에셋증권우')"
812,2018-04-30,2018-05-04,1,"('SK네트웍스', 'SK네트웍스우')"
813,2018-04-30,2018-07-17,1,"('LG생활건강', 'LG생활건강우')"
814,2018-04-30,2018-08-06,1,"('금호석유', '금호석유우')"
815,2018-05-04,2018-06-08,1,"('삼성전자', '삼성전자우')"
816,2018-05-08,2018-05-25,1,"('삼성화재', '삼성화재우')"
817,2018-05-10,2018-07-13,1,"('아모레퍼시픽', '아모레퍼시픽우')"
818,2018-05-14,2018-05-30,1,"('GS', 'GS우')"
819,2018-05-29,2018-06-29,1,"('삼성SDI', '삼성SDI우')"
820,2018-06-29,2018-07-16,1,"('호텔신라', '호텔신라우')"
821,2018-07-05,2018-10-11,1,"('CJ', 'CJ우')"
822,2018-07-06,2018-08-21,1,"('넥센타이어', '넥센타이어1우B')"
823,2018-07-16,2019-05-13,1,"('S-Oil', 'S-Oil우')"
824,2018-07-20,2018-09-17,1,"('한화', '한화우')"
825,2018-07-26,2018-10-04,1,"('LG화학', 'LG화학우')"
826,2018-07-31,2018-10-05,1,"('JW중외제약', 'JW중외제약우')"
827,2018-07-31,2018-11-16,1,"('대한항공', '대한항공우')"
828,2018-08-17,2018-09-21,1,"('대상', '대상우')"
829,2018-08-27,2018-10-30,1,"('현대건설', '현대건설우')"
830,2018-08-29,2018-09-10,1,"('LG전자', 'LG전자우')"
831,2018-08-31,2018-09-14,1,"('유한양행', '유한양행우')"
832,2018-08-31,2018-10-08,1,"('DB하이텍', 'DB하이텍1우')"
833,2018-09-03,2018-10-24,1,"('삼성SDI', '삼성SDI우')"
834,2018-09-06,2019-05-02,1,"('현대차', '현대차우')"
835,2018-09-07,2018-11-07,1,"('SK네트웍스', 'SK네트웍스우')"
836,2018-09-10,2018-10-30,1,"('삼성전자', '삼성전자우')"
837,2018-09-12,2018-10-08,1,"('LG', 'LG우')"
838,2018-09-13,2018-10-04,1,"('아모레퍼시픽', '아모레퍼시픽우')"
839,2018-09-18,2018-10-15,1,"('호텔신라', '호텔신라우')"
840,2018-09-19,2018-10-10,1,"('NH투자증권', 'NH투자증권우')"
841,2018-09-20,2018-10-11,1,"('미래에셋증권', '미래에셋증권우')"
842,2018-09-27,2018-09-28,1,"('삼성화재', '삼성화재우')"
843,2018-10-05,2018-12-07,1,"('GS', 'GS우')"
844,2018-10-10,2018-11-07,1,"('한화', '한화우')"
845,2018-10-15,2018-11-16,1,"('CJ제일제당', 'CJ제일제당 우')"
846,2018-10-22,2019-01-17,1,"('아모레G', '아모레G우')"
847,2018-10-24,2018-10-30,1,"('JW중외제약', 'JW중외제약우')"
848,2018-10-25,2018-10-31,1,"('LG생활건강', 'LG생활건강우')"
849,2018-10-25,2019-03-25,1,"('한화솔루션', '한화솔루션우')"
850,2018-10-29,2018-11-30,1,"('삼성화재', '삼성화재우')"
851,2018-10-30,2018-12-05,1,"('금호석유', '금호석유우')"
852,2018-11-01,2018-12-07,1,"('LG전자', 'LG전자우')"
853,2018-11-02,2018-11-20,1,"('한국금융지주', '한국금융지주우')"
854,2018-11-02,2019-03-08,1,"('NH투자증권', 'NH투자증권우')"
855,2018-11-02,2019-05-28,1,"('LG화학', 'LG화학우')"
856,2018-11-07,2018-12-24,1,"('미래에셋증권', '미래에셋증권우')"
857,2018-11-09,2019-02-01,1,"('현대건설', '현대건설우')"
858,2018-11-19,2018-12-12,1,"('유한양행', '유한양행우')"
859,2018-11-20,2019-03-21,1,"('삼성전자', '삼성전자우')"
860,2018-11-21,2018-12-21,1,"('CJ', 'CJ우')"
861,2018-11-21,2019-04-11,1,"('SK네트웍스', 'SK네트웍스우')"
862,2018-11-27,2019-02-15,1,"('LG', 'LG우')"
863,2018-11-28,2019-03-20,1,"('아모레퍼시픽', '아모레퍼시픽우')"
864,2018-12-03,2019-03-07,1,"('삼성SDI', '삼성SDI우')"
865,2018-12-06,2019-02-07,1,"('한화', '한화우')"
866,2018-12-12,2019-01-29,1,"('JW중외제약', 'JW중외제약우')"
867,2018-12-13,2019-04-19,1,"('넥센타이어', '넥센타이어1우B')"
868,2018-12-14,2019-03-04,1,"('GS', 'GS우')"
869,2018-12-17,2018-12-24,1,"('한국금융지주', '한국금융지주우')"
870,2019-01-03,2019-02-20,1,"('금호석유', '금호석유우')"
871,2019-01-04,2019-01-30,1,"('대상', '대상우')"
872,2019-01-04,2019-02-14,1,"('삼성화재', '삼성화재우')"
873,2019-01-07,2019-03-27,1,"('SK이노베이션', 'SK이노베이션우')"
874,2019-01-08,2019-03-22,1,"('유한양행', '유한양행우')"
875,2019-01-11,2019-03-25,1,"('DB하이텍', 'DB하이텍1우')"
876,2019-01-14,2019-04-12,1,"('호텔신라', '호텔신라우')"
877,2019-01-15,2019-03-08,1,"('미래에셋증권', '미래에셋증권우')"
878,2019-01-29,2019-06-17,1,"('삼성전기', '삼성전기우')"
879,2019-01-30,2019-05-28,1,"('LG생활건강', 'LG생활건강우')"
880,2019-02-13,2019-03-11,1,"('대한항공', '대한항공우')"
881,2019-02-20,2019-04-15,1,"('금호석유', '금호석유우')"
882,2019-03-04,2019-04-02,1,"('대상', '대상우')"
883,2019-03-15,2019-03-21,1,"('LG전자', 'LG전자우')"
884,2019-03-15,2019-04-15,1,"('LG', 'LG우')"
885,2019-03-29,2019-07-26,1,"('NH투자증권', 'NH투자증권우')"
886,2019-04-01,2019-04-17,1,"('아모레G', '아모레G우')"
887,2019-04-03,2019-04-17,1,"('DB하이텍', 'DB하이텍1우')"
888,2019-04-11,2019-07-03,1,"('아모레퍼시픽', '아모레퍼시픽우')"
889,2019-04-12,2019-05-08,1,"('유한양행', '유한양행우')"
890,2019-04-16,2019-07-03,1,"('삼성전자', '삼성전자우')"
891,2019-04-26,2019-09-25,1,"('삼성SDI', '삼성SDI우')"
892,2019-05-21,2019-07-08,1,"('넥센타이어', '넥센타이어1우B')"
893,2019-05-23,2019-06-21,1,"('현대건설', '현대건설우')"
894,2019-05-24,2019-07-08,1,"('현대차', '현대차우')"
895,2019-05-27,2019-06-17,1,"('LG', 'LG우')"
896,2019-05-27,2019-07-03,1,"('한국금융지주', '한국금융지주우')"
897,2019-05-30,2019-08-13,1,"('GS', 'GS우')"
898,2019-06-10,2019-10-02,1,"('S-Oil', 'S-Oil우')"
899,2019-06-13,2019-08-02,1,"('미래에셋증권', '미래에셋증권우')"
900,2019-06-14,2019-07-15,1,"('JW중외제약', 'JW중외제약우')"
901,2019-06-14,2019-08-09,1,"('CJ제일제당', 'CJ제일제당 우')"
902,2019-06-14,2019-08-30,1,"('LG화학', 'LG화학우')"
903,2019-06-19,2019-07-16,1,"('한화솔루션', '한화솔루션우')"
904,2019-06-25,2019-08-12,1,"('대한항공', '대한항공우')"
905,2019-06-25,2019-10-21,1,"('DB하이텍', 'DB하이텍1우')"
906,2019-07-02,2019-07-04,1,"('SK이노베이션', 'SK이노베이션우')"
907,2019-07-04,2019-08-08,1,"('SK이노베이션', 'SK이노베이션우')"
908,2019-07-09,2019-08-26,1,"('삼성전기', '삼성전기우')"
909,2019-07-19,2019-09-30,1,"('삼성화재', '삼성화재우')"
910,2019-07-23,2019-07-31,1,"('대상', '대상우')"
911,2019-08-02,2019-11-05,1,"('삼성전자', '삼성전자우')"
912,2019-08-05,2019-08-30,1,"('현대차', '현대차우')"
913,2019-08-05,2019-09-04,1,"('SK네트웍스', 'SK네트웍스우')"
914,2019-08-05,2019-09-11,1,"('LG', 'LG우')"
915,2019-08-05,2019-09-26,1,"('한화', '한화우')"
916,2019-08-16,2019-09-20,1,"('CJ', 'CJ우')"
917,2019-08-19,2019-10-23,1,"('한국금융지주', '한국금융지주우')"
918,2019-08-30,2019-12-11,1,"('유한양행', '유한양행우')"
919,2019-09-03,2019-10-11,1,"('아모레G', '아모레G우')"
920,2019-09-05,2019-09-26,1,"('한화솔루션', '한화솔루션우')"
921,2019-09-05,2020-02-05,1,"('아모레퍼시픽', '아모레퍼시픽우')"
922,2019-09-10,2019-10-08,1,"('SK네트웍스', 'SK네트웍스우')"
923,2019-09-10,2019-10-28,1,"('LG생활건강', 'LG생활건강우')"
924,2019-09-11,2019-09-27,1,"('대한항공', '대한항공우')"
925,2019-09-16,2019-10-18,1,"('GS', 'GS우')"
926,2019-09-16,2020-02-21,1,"('미래에셋증권', '미래에셋증권우')"
927,2019-09-24,2019-12-05,1,"('현대차', '현대차우')"
928,2019-09-26,2019-11-06,1,"('금호석유', '금호석유우')"
929,2019-09-26,2019-12-19,1,"('CJ제일제당', 'CJ제일제당 우')"
930,2019-09-27,2019-09-30,1,"('넥센타이어', '넥센타이어1우B')"
931,2019-10-16,2019-12-16,1,"('CJ', 'CJ우')"
932,2019-10-21,2019-12-06,1,"('DB하이텍', 'DB하이텍1우')"
933,2019-10-24,2020-01-23,1,"('S-Oil', 'S-Oil우')"
934,2019-10-28,2019-12-17,1,"('삼성전기', '삼성전기우')"
935,2019-10-31,2019-12-04,1,"('JW중외제약', 'JW중외제약우')"
936,2019-11-04,2019-11-29,1,"('현대건설', '현대건설우')"
937,2019-11-08,2020-01-29,1,"('삼성화재', '삼성화재우')"
938,2019-11-11,2020-01-10,1,"('SK네트웍스', 'SK네트웍스우')"
939,2019-11-13,2020-01-31,1,"('한화솔루션', '한화솔루션우')"
940,2019-11-14,2019-12-04,1,"('삼성SDI', '삼성SDI우')"
941,2019-11-14,2019-12-09,1,"('대상', '대상우')"
942,2019-11-14,2019-12-26,1,"('LG화학', 'LG화학우')"
943,2019-11-21,2020-06-08,1,"('LG전자', 'LG전자우')"
944,2019-11-28,2020-01-28,1,"('호텔신라', '호텔신라우')"
945,2019-12-10,2020-03-18,1,"('현대건설', '현대건설우')"
946,2019-12-11,2020-01-29,1,"('유한양행', '유한양행우')"
947,2019-12-13,2019-12-23,1,"('대한항공', '대한항공우')"
948,2019-12-13,2020-01-28,1,"('NH투자증권', 'NH투자증권우')"
949,2019-12-13,2020-01-28,1,"('GS', 'GS우')"
950,2019-12-23,2020-01-08,1,"('한화', '한화우')"
951,2020-01-13,2020-02-04,1,"('삼성SDI', '삼성SDI우')"
952,2020-01-13,2020-06-09,1,"('LG화학', 'LG화학우')"
953,2020-01-20,2020-03-11,1,"('CJ제일제당', 'CJ제일제당 우')"
954,2020-01-22,2020-03-05,1,"('현대차', '현대차우')"
955,2020-01-28,2020-02-05,1,"('JW중외제약', 'JW중외제약우')"
956,2020-01-31,2020-03-16,1,"('SK이노베이션', 'SK이노베이션우')"
957,2020-02-04,2020-02-13,1,"('CJ', 'CJ우')"
958,2020-02-11,2020-03-18,1,"('S-Oil', 'S-Oil우')"
959,2020-02-12,2020-03-02,1,"('LG', 'LG우')"
960,2020-02-21,2020-03-16,1,"('한화솔루션', '한화솔루션우')"
961,2020-02-25,2020-03-17,1,"('삼성화재', '삼성화재우')"
962,2020-02-27,2020-04-28,1,"('아모레G', '아모레G우')"
963,2020-03-02,2020-05-25,1,"('삼성전자', '삼성전자우')"
964,2020-03-03,2020-03-19,1,"('넥센타이어', '넥센타이어1우B')"
965,2020-03-03,2020-06-09,1,"('아모레퍼시픽', '아모레퍼시픽우')"
966,2020-03-05,2020-06-08,1,"('SK네트웍스', 'SK네트웍스우')"
967,2020-03-06,2020-06-09,1,"('JW중외제약', 'JW중외제약우')"
968,2020-03-09,2020-06-08,1,"('대한항공', '대한항공우')"
969,2020-03-13,2020-03-20,1,"('금호석유', '금호석유우')"
970,2020-03-13,2020-04-27,1,"('한화', '한화우')"
971,2020-03-17,2020-04-01,1,"('호텔신라', '호텔신라우')"
972,2020-03-18,2020-05-12,1,"('GS', 'GS우')"
973,2020-03-20,2020-06-11,1,"('금호석유', '금호석유우')"
974,2020-03-24,2020-04-13,1,"('삼성전기', '삼성전기우')"
975,2020-03-24,2020-06-08,1,"('CJ제일제당', 'CJ제일제당 우')"
976,2020-03-24,2020-06-09,1,"('LG생활건강', 'LG생활건강우')"
977,2020-03-25,2020-06-04,1,"('DB하이텍', 'DB하이텍1우')"
978,2020-03-26,2020-06-17,1,"('미래에셋증권', '미래에셋증권우')"
979,2020-04-01,2020-06-17,1,"('대상', '대상우')"
980,2020-04-27,2020-07-31,1,"('삼성화재', '삼성화재우')"
981,2020-04-29,2020-06-12,1,"('NH투자증권', 'NH투자증권우')"
982,2020-05-12,2020-06-09,1,"('삼성전기', '삼성전기우')"
983,2020-05-19,2020-05-26,1,"('SK이노베이션', 'SK이노베이션우')"
984,2020-05-19,2020-06-11,1,"('S-Oil', 'S-Oil우')"
985,2020-05-20,2020-06-10,1,"('삼성SDI', '삼성SDI우')"
986,2020-05-26,2020-06-15,1,"('GS', 'GS우')"
987,2020-05-26,2020-09-14,1,"('LG', 'LG우')"
988,2020-05-27,2020-06-09,1,"('현대건설', '현대건설우')"
989,2020-05-27,2020-06-10,1,"('넥센타이어', '넥센타이어1우B')"
990,2020-05-29,2020-06-09,1,"('아모레G', '아모레G우')"
991,2020-05-29,2020-06-10,1,"('CJ', 'CJ우')"
992,2020-06-03,2020-06-08,1,"('한화', '한화우')"
993,2020-06-03,2020-08-11,1,"('현대차', '현대차우')"
994,2020-07-14,2020-08-10,1,"('금호석유', '금호석유우')"
995,2020-07-15,2020-08-31,1,"('삼성전자', '삼성전자우')"
996,2020-07-21,2020-08-07,1,"('대한항공', '대한항공우')"
997,2020-07-21,2020-08-10,1,"('삼성전기', '삼성전기우')"
998,2020-07-22,2020-09-24,1,"('LG생활건강', 'LG생활건강우')"
999,2020-07-24,2020-08-05,1,"('SK이노베이션', 'SK이노베이션우')"
1000,2020-07-31,2020-08-05,1,"('LG화학', 'LG화학우')"
1001,2020-08-03,2020-08-10,1,"('CJ제일제당', 'CJ제일제당 우')"
1002,2020-08-10,2020-09-17,1,"('NH투자증권', 'NH투자증권우')"
1003,2020-08-10,2020-10-30,1,"('넥센타이어', '넥센타이어1우B')"
1004,2020-08-11,2020-12-29,1,"('아모레퍼시픽', '아모레퍼시픽우')"
1005,2020-08-13,2020-10-14,1,"('호텔신라', '호텔신라우')"
1006,2020-08-18,2021-01-12,1,"('아모레G', '아모레G우')"
1007,2020-08-18,2021-02-04,1,"('미래에셋증권', '미래에셋증권우')"
1008,2020-08-19,2020-09-08,1,"('DB하이텍', 'DB하이텍1우')"
1009,2020-08-19,2020-11-12,1,"('현대차', '현대차우')"
1010,2020-08-28,2020-09-07,1,"('한화솔루션', '한화솔루션우')"
1011,2020-08-31,2020-09-29,1,"('삼성화재', '삼성화재우')"
1012,2020-09-03,2020-10-15,1,"('삼성전자', '삼성전자우')"
1013,2020-09-04,2020-10-30,1,"('삼성전기', '삼성전기우')"
1014,2020-09-07,2020-10-13,1,"('금호석유', '금호석유우')"
1015,2020-09-16,2021-02-10,1,"('JW중외제약', 'JW중외제약우')"
1016,2020-09-18,2020-09-21,1,"('LG전자', 'LG전자우')"
1017,2020-09-18,2020-10-19,1,"('LG화학', 'LG화학우')"
1018,2020-09-24,2021-01-20,1,"('CJ제일제당', 'CJ제일제당 우')"
1019,2020-09-24,2021-04-07,1,"('SK네트웍스', 'SK네트웍스우')"
1020,2020-09-28,2021-01-11,1,"('현대건설', '현대건설우')"
1021,2020-10-08,2020-12-30,1,"('삼성SDI', '삼성SDI우')"
1022,2020-10-12,2020-11-16,1,"('대한항공', '대한항공우')"
1023,2020-10-12,2021-01-04,1,"('SK이노베이션', 'SK이노베이션우')"
1024,2020-10-12,2021-03-15,1,"('한화', '한화우')"
1025,2020-10-13,2020-11-10,1,"('S-Oil', 'S-Oil우')"
1026,2020-10-15,2020-11-30,1,"('GS', 'GS우')"
1027,2020-10-15,2020-12-16,1,"('LG생활건강', 'LG생활건강우')"
1028,2020-10-23,2020-11-30,1,"('한국금융지주', '한국금융지주우')"
1029,2020-10-23,2021-01-29,1,"('NH투자증권', 'NH투자증권우')"
1030,2020-10-28,2020-12-16,1,"('한화솔루션', '한화솔루션우')"
1031,2020-11-04,2020-11-30,1,"('유한양행', '유한양행우')"
1032,2020-11-10,2020-12-14,1,"('S-Oil', 'S-Oil우')"
1033,2020-11-10,2021-04-16,1,"('넥센타이어', '넥센타이어1우B')"
1034,2020-11-11,2020-11-30,1,"('LG', 'LG우')"
1035,2020-11-19,2020-11-30,1,"('삼성화재', '삼성화재우')"
1036,2020-11-20,2020-12-23,1,"('금호석유', '금호석유우')"
1037,2020-11-24,2021-01-15,1,"('LG화학', 'LG화학우')"
1038,2020-12-03,2021-04-12,1,"('현대차', '현대차우')"
1039,2020-12-04,2020-12-08,1,"('LG전자', 'LG전자우')"
1040,2020-12-08,2020-12-15,1,"('LG전자', 'LG전자우')"
1041,2020-12-09,2021-01-06,1,"('호텔신라', '호텔신라우')"
1042,2020-12-16,2020-12-23,1,"('한화솔루션', '한화솔루션우')"
1043,2020-12-17,2021-03-12,1,"('DB하이텍', 'DB하이텍1우')"
1044,2020-12-18,2021-01-28,1,"('유한양행', '유한양행우')"
1045,2020-12-21,2021-03-24,1,"('대한항공', '대한항공우')"
1046,2020-12-23,2021-03-12,1,"('한화솔루션', '한화솔루션우')"
1047,2020-12-29,2020-12-30,1,"('삼성화재', '삼성화재우')"
1048,2020-12-29,2021-01-14,1,"('CJ', 'CJ우')"
1049,2020-12-29,2021-03-31,1,"('한국금융지주', '한국금융지주우')"
1050,2021-01-04,2021-01-22,1,"('금호석유', '금호석유우')"
1051,2021-01-04,2021-02-10,1,"('삼성전자', '삼성전자우')"
1052,2021-01-04,2021-03-16,1,"('LG', 'LG우')"
1053,2021-01-04,2021-03-19,1,"('GS', 'GS우')"
1054,2021-01-05,2021-01-27,1,"('대상', '대상우')"
1055,2021-01-08,2021-02-03,1,"('SK이노베이션', 'SK이노베이션우')"
1056,2021-01-12,2021-01-22,1,"('아모레G', '아모레G우')"
1057,2021-02-08,2021-02-26,1,"('LG생활건강', 'LG생활건강우')"
1058,2021-02-10,2021-03-15,1,"('JW중외제약', 'JW중외제약우')"
1059,2021-02-19,2021-04-02,1,"('CJ제일제당', 'CJ제일제당 우')"
1060,2021-02-19,2021-05-10,1,"('아모레퍼시픽', '아모레퍼시픽우')"
1061,2021-02-24,2021-04-01,1,"('CJ', 'CJ우')"
1062,2021-02-25,2021-05-12,1,"('삼성전자', '삼성전자우')"
1063,2021-03-02,2021-05-07,1,"('삼성화재', '삼성화재우')"
1064,2021-03-03,2021-04-08,1,"('호텔신라', '호텔신라우')"
1065,2021-03-08,2021-08-24,1,"('LG화학', 'LG화학우')"
1066,2021-03-09,2021-03-15,1,"('현대건설', '현대건설우')"
1067,2021-03-09,2021-04-05,1,"('대상', '대상우')"
1068,2021-03-17,2021-04-07,1,"('유한양행', '유한양행우')"
1069,2021-03-19,2021-04-06,1,"('미래에셋증권', '미래에셋증권우')"
1070,2021-04-08,2021-04-12,1,"('한국금융지주', '한국금융지주우')"
1071,2021-04-26,2021-06-18,1,"('GS', 'GS우')"
1072,2021-04-27,2021-11-30,1,"('SK이노베이션', 'SK이노베이션우')"
1073,2021-04-30,2021-05-10,1,"('대한항공', '대한항공우')"
1074,2021-05-07,2021-08-17,1,"('삼성화재', '삼성화재우')"
1075,2021-05-10,2022-01-25,1,"('대한항공', '대한항공우')"
1076,2021-05-18,2021-07-07,1,"('CJ', 'CJ우')"
1077,2021-05-18,2021-07-09,1,"('대상', '대상우')"
1078,2021-05-18,2021-12-09,1,"('삼성SDI', '삼성SDI우')"
1079,2021-05-24,2021-07-01,1,"('미래에셋증권', '미래에셋증권우')"
1080,2021-05-25,2021-07-08,1,"('CJ제일제당', 'CJ제일제당 우')"
1081,2021-06-02,2021-08-23,1,"('S-Oil', 'S-Oil우')"
1082,2021-06-08,2021-10-05,1,"('SK네트웍스', 'SK네트웍스우')"
1083,2021-06-15,2021-07-09,1,"('LG생활건강', 'LG생활건강우')"
1084,2021-06-24,2021-07-13,1,"('아모레퍼시픽', '아모레퍼시픽우')"
1085,2021-06-24,2021-08-13,1,"('DB하이텍', 'DB하이텍1우')"
1086,2021-06-25,2021-07-14,1,"('호텔신라', '호텔신라우')"
1087,2021-06-29,2021-08-10,1,"('넥센타이어', '넥센타이어1우B')"
1088,2021-07-02,2021-10-29,1,"('삼성전기', '삼성전기우')"
1089,2021-07-13,2021-11-05,1,"('JW중외제약', 'JW중외제약우')"
1090,2021-07-19,2021-08-23,1,"('대상', '대상우')"
1091,2021-07-19,2021-09-09,1,"('한국금융지주', '한국금융지주우')"
1092,2021-07-23,2021-07-30,1,"('한화솔루션', '한화솔루션우')"
1093,2021-07-26,2021-08-23,1,"('CJ제일제당', 'CJ제일제당 우')"
1094,2021-07-27,2021-09-03,1,"('아모레G', '아모레G우')"
1095,2021-08-04,2021-10-22,1,"('CJ', 'CJ우')"
1096,2021-08-06,2021-09-10,1,"('현대차', '현대차우')"
1097,2021-08-09,2021-12-10,1,"('한화', '한화우')"
1098,2021-08-17,2021-10-28,1,"('삼성화재', '삼성화재우')"
1099,2021-08-18,2021-09-29,1,"('LG', 'LG우')"
1100,2021-08-23,2021-10-06,1,"('유한양행', '유한양행우')"
1101,2021-08-24,2021-08-30,1,"('현대건설', '현대건설우')"
1102,2021-08-25,2021-11-01,1,"('한화솔루션', '한화솔루션우')"
1103,2021-08-30,2021-11-03,1,"('현대건설', '현대건설우')"
1104,2021-08-31,2021-09-08,1,"('아모레퍼시픽', '아모레퍼시픽우')"
1105,2021-09-01,2021-11-08,1,"('미래에셋증권', '미래에셋증권우')"
1106,2021-09-17,2021-11-01,1,"('호텔신라', '호텔신라우')"
1107,2021-09-27,2021-10-22,1,"('S-Oil', 'S-Oil우')"
1108,2021-09-27,2021-10-27,1,"('GS', 'GS우')"
1109,2021-10-05,2021-11-18,1,"('LG', 'LG우')"
1110,2021-10-05,2021-11-18,1,"('아모레G', '아모레G우')"
1111,2021-10-05,2021-12-03,1,"('SK네트웍스', 'SK네트웍스우')"
1112,2021-10-06,2021-11-03,1,"('삼성전자', '삼성전자우')"
1113,2021-10-07,2021-11-17,1,"('넥센타이어', '넥센타이어1우B')"
1114,2021-10-13,2021-12-17,1,"('현대차', '현대차우')"
1115,2021-10-25,2021-12-10,1,"('대상', '대상우')"
1116,2021-10-28,2021-11-23,1,"('LG화학', 'LG화학우')"
1117,2021-11-01,2021-11-08,1,"('금호석유', '금호석유우')"
1118,2021-11-03,2022-02-28,1,"('현대건설', '현대건설우')"
1119,2021-11-03,2022-04-06,1,"('DB하이텍', 'DB하이텍1우')"
1120,2021-11-08,2021-12-15,1,"('미래에셋증권', '미래에셋증권우')"
1121,2021-11-15,2022-03-08,1,"('LG전자', 'LG전자우')"
1122,2021-11-24,2021-11-25,1,"('CJ제일제당', 'CJ제일제당 우')"
1123,2021-11-29,2022-01-05,1,"('삼성전자', '삼성전자우')"
1124,2021-11-29,2022-03-07,1,"('CJ제일제당', 'CJ제일제당 우')"
1125,2021-11-30,2021-12-17,1,"('SK이노베이션', 'SK이노베이션우')"
1126,2021-11-30,2022-03-14,1,"('호텔신라', '호텔신라우')"
1127,2021-12-01,2022-03-02,1,"('한화솔루션', '한화솔루션우')"
1128,2021-12-02,2022-01-04,1,"('유한양행', '유한양행우')"
1129,2021-12-16,2022-03-15,1,"('GS', 'GS우')"
1130,2021-12-17,2022-03-30,1,"('금호석유', '금호석유우')"
1131,2021-12-20,2022-02-22,1,"('삼성화재', '삼성화재우')"
1132,2021-12-23,2021-12-30,1,"('아모레G', '아모레G우')"
1133,2021-12-28,2022-03-03,1,"('NH투자증권', 'NH투자증권우')"
1134,2021-12-29,2022-01-28,1,"('SK이노베이션', 'SK이노베이션우')"
1135,2021-12-30,2022-01-04,1,"('SK네트웍스', 'SK네트웍스우')"
1136,2021-12-30,2022-02-03,1,"('삼성전기', '삼성전기우')"
1137,2021-12-30,2022-03-11,1,"('한국금융지주', '한국금융지주우')"
